Protein IDs	protein names	Gene names SINGLE	ENSG	ENSP	logP	q-value
P29622	Kallistatin	SERPINA4	ENSG00000100665	ENSP00000298841;ENSP00000450838;ENSP00000451172	0.618050114	0.377651108
P29992;K7EL62	Guanine nucleotide-binding protein subunit alpha-11	GNA11	ENSG00000088256	ENSP00000078429;ENSP00000465935;ENSP00000479797	5.022251162	0.000112341
P30048-2;P30048	Thioredoxin-dependent peroxide reductase, mitochondrial	PRDX3	ENSG00000165672	ENSP00000298510	4.298627516	0.000442295
P30049	ATP synthase subunit delta, mitochondrial	ATP5D	ENSG00000099624	ENSP00000215375;ENSP00000378995;ENSP00000464863;ENSP00000477964	5.161669938	8.72E-05
P30273;A6NCQ8	High affinity immunoglobulin epsilon receptor subunit gamma	FCER1G	ENSG00000158869	ENSP00000289902;ENSP00000356971	0.731126557	0.314027503
P30405;R4GN99;H0Y548;P30405-2;E9PKY5;E9PEQ6;Q9UNP9-2;Q9UNP9;Q9UNP9-3	Peptidyl-prolyl cis-trans isomerase F, mitochondrial	PPIF	ENSG00000108179;ENSG00000084072	ENSP00000225174;ENSP00000396388;ENSP00000473548;ENSP00000312769;ENSP00000348904;ENSP00000361918;ENSP00000361925;ENSP00000431714;ENSP00000432396;ENSP00000433475;ENSP00000434888;ENSP00000434989;ENSP00000436689	3.917142907	0.000895843
P30740;P30740-2	Leukocyte elastase inhibitor	SERPINB1	ENSG00000021355	ENSP00000370115	2.80316069	0.006918863
P30825	High affinity cationic amino acid transporter 1	SLC7A1	ENSG00000139514	ENSP00000370128;ENSP00000390092	2.421763005	0.014305397
P31689;P31689-2	DnaJ homolog subfamily A member 1	DNAJA1	ENSG00000086061	ENSP00000369127	2.319605174	0.017343502
P31930	Cytochrome b-c1 complex subunit 1, mitochondrial	UQCRC1	ENSG00000010256	ENSP00000203407;ENSP00000388660;ENSP00000393696	3.613978582	0.001599012
P31949	Protein S100-A11;Protein S100-A11, N-terminally processed	S100A11	ENSG00000163191	ENSP00000271638	1.111937757	0.158653102
P31997	Carcinoembryonic antigen-related cell adhesion molecule 8	CEACAM8	ENSG00000124469	ENSP00000244336;ENSP00000472166;ENSP00000484915	5.802477161	2.84E-05
P32119;A6NIW5;P32119-2	Peroxiredoxin-2	PRDX2	ENSG00000167815	ENSP00000301522;ENSP00000334063	1.490526595	0.081629679
Q68DZ5;P32121-5;P32121-2;P32121;P32121-3;P32121-4	Beta-arrestin-2	DKFZp686L0365	ENSG00000141480	ENSP00000269260;ENSP00000341895;ENSP00000370898;ENSP00000403701;ENSP00000458371;ENSP00000458946;ENSP00000460607;ENSP00000460879;ENSP00000465296;ENSP00000465877;ENSP00000466344;ENSP00000466857	3.209542955	0.003318437
P32320	Cytidine deaminase	CDA	ENSG00000158825	ENSP00000364212	4.2623277	0.000476251
P32856-3;P32856-2;P32856	Syntaxin-2	STX2	ENSG00000111450	ENSP00000261653;ENSP00000342554;ENSP00000376178	10.35151883	1.01E-08
P32942;K7ERN2;K7ERF0;K7EQC7	Intercellular adhesion molecule 3	ICAM3	ENSG00000076662	ENSP00000160262;ENSP00000466081;ENSP00000466501;ENSP00000467232;ENSP00000467770;ENSP00000468230;ENSP00000468282;ENSP00000468333	3.184228979	0.003453519
P33151;P33151-2;I3L1J2	Cadherin-5	CDH5	ENSG00000179776	ENSP00000344115;ENSP00000455302;ENSP00000455655;ENSP00000456028;ENSP00000456093;ENSP00000458878;ENSP00000461880;ENSP00000479381	6.387459843	1.02E-05
P33241;P33241-3;E7EMG9;C9JU59;C9JDV1;REV__E9PBG3;REV__Q9NQ86-4;REV__Q9NQ86	Lymphocyte-specific protein 1	LSP1	ENSG00000130592	ENSP00000308383;ENSP00000371194;ENSP00000383932;ENSP00000384022;ENSP00000400346;ENSP00000400999;ENSP00000402543;ENSP00000403460;ENSP00000411191;ENSP00000412405;ENSP00000414106;ENSP00000416363;ENSP00000484140	2.426390931	0.014242411
P34897-3;P34897-2;P34897;H0YIZ0;G3V241;G3V3Y8;G3V4T0;G3V4X0;G3V2W0;G3V2E4;G3V540;G3V5L0;G3V2Y4;G3V4W5	Serine hydroxymethyltransferase, mitochondrial;Serine hydroxymethyltransferase	SHMT2	ENSG00000182199	ENSP00000333667;ENSP00000406881;ENSP00000413770;ENSP00000450452;ENSP00000450490;ENSP00000450594;ENSP00000450610;ENSP00000450893;ENSP00000450927;ENSP00000450930;ENSP00000451169;ENSP00000451371;ENSP00000451495;ENSP00000451630;ENSP00000451872;ENSP00000451968;ENSP00000452035;ENSP00000452045;ENSP00000452161;ENSP00000452163;ENSP00000452315;ENSP00000452339;ENSP00000452404;ENSP00000452419	6.009373363	2.00E-05
P34910;P34910-2	Protein EVI2B	EVI2B	ENSG00000185862	ENSP00000333779;ENSP00000462682	3.003855566	0.004724883
P35222;B4DGU4;E7EMJ5;E9PDF9;E7EV28	Catenin beta-1	CTNNB1	ENSG00000168036	ENSP00000344456;ENSP00000379486;ENSP00000379488;ENSP00000385604;ENSP00000387455;ENSP00000400508;ENSP00000401599;ENSP00000409302;ENSP00000411226;ENSP00000412219	0.422402503	0.517673343
P35241;P35241-5;P35241-4;E9PNV3;P35241-2;P35241-3;E9PQ82;C9J8U1;F8WAN1;Q69YQ0-2;Q69YQ0	Radixin	RDX	ENSG00000100014;ENSG00000137710;ENSG00000258555	ENSP00000325785;ENSP00000393363;ENSP00000405671;ENSP00000414354;ENSP00000439633;ENSP00000342830;ENSP00000384136;ENSP00000431560;ENSP00000432112;ENSP00000432572;ENSP00000432829;ENSP00000433580;ENSP00000434881;ENSP00000435930;ENSP00000436277;ENSP00000437140;ENSP00000437301;ENSP00000445826;ENSP00000351480	0.684425831	0.339282247
P35268;K7EJT5;K7EP65;K7EKS7;K7ELC4;K7EMH1;K7ERI7	60S ribosomal protein L22	RPL22	ENSG00000116251	ENSP00000346088;ENSP00000465313;ENSP00000465763;ENSP00000466013;ENSP00000466502;ENSP00000467247;ENSP00000468274	2.686143126	0.008683265
P35580;P35580-3;P35580-5;P35580-2;P35580-4;E7ERA5;REV__Q8IYT3;H0Y6I0;Q13439-3;Q13439-4;Q13439;Q13439-5	Myosin-10	MYH10	ENSG00000144674;ENSG00000133026	ENSP00000349305;ENSP00000354486;ENSP00000387633;ENSP00000392907;ENSP00000403009;ENSP00000405842;ENSP00000406894;ENSP00000478175;ENSP00000269243;ENSP00000353590;ENSP00000369315;ENSP00000408220	3.462499366	0.00210061
P35606-2;P35606;H0Y938	Coatomer subunit beta	COPB2	ENSG00000184432	ENSP00000329419;ENSP00000422295;ENSP00000422469;ENSP00000422547;ENSP00000422917;ENSP00000423271;ENSP00000424144;ENSP00000426682;ENSP00000427185	2.9438437	0.005300166
P35612;P35612-4;P35612-3;P35612-2;P35612-8;P35612-9;A0A1C7CYY0;C9JTM0;P35612-5;P35612-6;C9J080;C9J299;P35612-7	Beta-adducin	ADD2	ENSG00000075340	ENSP00000264436;ENSP00000347972;ENSP00000384303;ENSP00000384677;ENSP00000388072;ENSP00000398112;ENSP00000403722;ENSP00000412357;ENSP00000412681;ENSP00000414546;ENSP00000430243	2.843651254	0.00636612
P35625	Metalloproteinase inhibitor 3	TIMP3	ENSG00000100234	ENSP00000266085	3.366991622	0.002491086
P35749-4;P35749-3;P35749;P35749-2	Myosin-11	MYH11	ENSG00000133392;ENSG00000276480	ENSP00000300036;ENSP00000379616;ENSP00000407821;ENSP00000458731;ENSP00000478092;ENSP00000478109;ENSP00000478816	1.770469567	0.048571695
P35754	Glutaredoxin-1	GLRX	ENSG00000173221	ENSP00000237858;ENSP00000369314;ENSP00000422708;ENSP00000424636;ENSP00000427353	2.501930021	0.012302518
P36222;H0Y3U8	Chitinase-3-like protein 1	CHI3L1	ENSG00000133048	ENSP00000255409;ENSP00000385350	2.871494074	0.006044506
P36507;G5E9C7	Dual specificity mitogen-activated protein kinase kinase 2	MAP2K2	ENSG00000126934	ENSP00000262948;ENSP00000378336;ENSP00000471763	0.551260789	0.420492814
P36542-2;P36542	ATP synthase subunit gamma, mitochondrial	ATP5C1	ENSG00000165629	ENSP00000338568;ENSP00000349142	2.272748743	0.01908086
P36551;P36551-2;H0YA22;D6RER6	Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial	CPOX	ENSG00000080819	ENSP00000264193;ENSP00000424924;ENSP00000425880	3.703652959	0.001375168
P36578;H3BM89;H3BTP7;H3BU31	60S ribosomal protein L4	RPL4	ENSG00000174444	ENSP00000311430;ENSP00000454281;ENSP00000457268;ENSP00000457442	1.69827499	0.055862681
P36871;P36871-2;P36871-3	Phosphoglucomutase-1	PGM1	ENSG00000079739	ENSP00000360124;ENSP00000360125;ENSP00000443449	2.228197001	0.020786587
P36955;I3L107;I3L4Z0;I3L4N7;I3L4F9;I3L3Z3;I3L2R7;I3L425;I3L1U4	Pigment epithelium-derived factor	SERPINF1	ENSG00000132386	ENSP00000254722;ENSP00000458484;ENSP00000459107;ENSP00000459869;ENSP00000460842;ENSP00000460905;ENSP00000461214;ENSP00000461405;ENSP00000461660	0.640589024	0.36543999
P36957;Q86SW4;P36957-2;H0YJF9;G3V5M3;G3V3F0	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	DLST	ENSG00000119689	ENSP00000238671;ENSP00000335304;ENSP00000451210;ENSP00000451425;ENSP00000451670;ENSP00000451957;ENSP00000452417;ENSP00000452422;ENSP00000487251	3.348784316	0.0025813
P37837;F2Z393	Transaldolase	TALDO1	ENSG00000177156	ENSP00000321259;ENSP00000433501;ENSP00000435042;ENSP00000437098	2.023652575	0.030095582
P38117;P38117-2;M0QY67	Electron transfer flavoprotein subunit beta	ETFB	ENSG00000105379	ENSP00000311930;ENSP00000346173;ENSP00000469628	6.758223243	5.12E-06
P38646;D6RJI2;D6RA73;H0Y8S0;H0YBG6	Stress-70 protein, mitochondrial	HSPA9	ENSG00000113013	ENSP00000297185;ENSP00000420944;ENSP00000421311;ENSP00000421892;ENSP00000423098;ENSP00000423759;ENSP00000425598;ENSP00000429475	5.110267685	9.42E-05
P40121-2;P40121;H7C0X8;B8ZZL6;E7ENU9	Macrophage-capping protein	CAPG	ENSG00000042493	ENSP00000263867;ENSP00000386315;ENSP00000386596;ENSP00000386965;ENSP00000387063;ENSP00000391923;ENSP00000397381;ENSP00000398232;ENSP00000403330	4.732777846	0.000191434
P40926;P40926-2;G3XAL0	Malate dehydrogenase, mitochondrial;Malate dehydrogenase	MDH2	ENSG00000146701	ENSP00000327070;ENSP00000408649;ENSP00000416929;ENSP00000475583	5.05481549	0.000104907
P40939;H0YFD6;P40939-2	Trifunctional enzyme subunit alpha, mitochondrial;Long-chain enoyl-CoA hydratase;Long chain 3-hydroxyacyl-CoA dehydrogenase	HADHA	ENSG00000084754	ENSP00000370023;ENSP00000438039	3.931120636	0.000881808
P41091;Q2VIR3;F8W810;Q2VIR3-2;H7BZU1	Eukaryotic translation initiation factor 2 subunit 3;Putative eukaryotic translation initiation factor 2 subunit 3-like protein	EIF2S3	ENSG00000130741;ENSG00000180574	ENSP00000253039;ENSP00000391383;ENSP00000323063	1.942464268	0.035356426
P41218;H0Y6P3	Myeloid cell nuclear differentiation antigen	MNDA	ENSG00000163563	ENSP00000357123;ENSP00000406800	1.894685406	0.038614469
P42025	Beta-centractin	ACTR1B	ENSG00000115073	ENSP00000289228	1.822824986	0.043673442
P42356	Phosphatidylinositol 4-kinase alpha	PI4KA	ENSG00000241973	ENSP00000255882;ENSP00000382162;ENSP00000402437;ENSP00000402981;ENSP00000458238	1.865969462	0.040353792
P42566-2;P42566;B1AUU8	Epidermal growth factor receptor substrate 15	EPS15	ENSG00000085832	ENSP00000360795;ENSP00000360798;ENSP00000474739	0.392618745	0.542589949
P42892-3;P42892-4;P42892;B4DKB2;P42892-2;E9PJG1;E9PN99;E9PHZ1	Endothelin-converting enzyme 1	ECE1	ENSG00000117298	ENSP00000264205;ENSP00000349581;ENSP00000364028;ENSP00000388439;ENSP00000405088;ENSP00000431856;ENSP00000432860;ENSP00000436633	7.600841319	1.46E-06
P43007;P43007-2	Neutral amino acid transporter A	SLC1A4	ENSG00000115902	ENSP00000234256;ENSP00000431942	4.499709591	0.000302558
P43034;P43034-2	Platelet-activating factor acetylhydrolase IB subunit alpha	PAFAH1B1	ENSG00000007168	ENSP00000380378;ENSP00000460258;ENSP00000460591;ENSP00000461087	2.033180053	0.029546202
P43121	Cell surface glycoprotein MUC18	MCAM	ENSG00000076706	ENSP00000264036	2.029274234	0.029760463
P43304;P43304-2;F5GYK7	Glycerol-3-phosphate dehydrogenase, mitochondrial	GPD2	ENSG00000115159	ENSP00000308610;ENSP00000386425;ENSP00000386484;ENSP00000386626;ENSP00000387475;ENSP00000408522;ENSP00000409708;ENSP00000412621;ENSP00000440892	2.959741961	0.005162464
P43490;A0A0C4DFS8	Nicotinamide phosphoribosyltransferase	NAMPT	ENSG00000105835	ENSP00000222553;ENSP00000346242;ENSP00000390591;ENSP00000390896	9.581881508	4.34E-08
P43686-2;P43686	26S protease regulatory subunit 6B	PSMC4	ENSG00000013275;ENSG00000281221	ENSP00000157812;ENSP00000413869;ENSP00000485851;ENSP00000487367	2.563206833	0.011014497
P45880-2;P45880;P45880-1;A0A0A0MR02;Q5JSD2;Q5JSD1;A2A3S1	Voltage-dependent anion-selective channel protein 2	VDAC2	ENSG00000165637	ENSP00000298468;ENSP00000344876;ENSP00000361635;ENSP00000361686;ENSP00000389551;ENSP00000401492;ENSP00000443092	5.394982563	5.73E-05
P46976-2;P46976;G5E9W8;C9JQ42;P46976-3;C9J8R8;C9J7C7	Glycogenin-1	GYG1	ENSG00000163754	ENSP00000296048;ENSP00000340736;ENSP00000417671;ENSP00000418297;ENSP00000419499;ENSP00000420247;ENSP00000420683;ENSP00000486061	5.171133155	8.65E-05
P48047;H7C0C1;H7C086;H7C068	ATP synthase subunit O, mitochondrial	ATP5O	ENSG00000241837;ENSG00000249209	ENSP00000290299;ENSP00000393211;ENSP00000393496;ENSP00000403964;ENSP00000407220;ENSP00000394107	3.576281365	0.0016935
R4GMR5;P48556;K7ERW6;K7EJC1;K7EJR3	26S proteasome non-ATPase regulatory subunit 8	PSMD8	ENSG00000099341	ENSP00000215071;ENSP00000465107;ENSP00000465287;ENSP00000465418;ENSP00000467146;ENSP00000468445;ENSP00000473312;ENSP00000481136	1.915864738	0.037085057
P48637-2;P48637	Glutathione synthetase	GSS	ENSG00000100983	ENSP00000216951;ENSP00000407517	12.42614733	1.71E-10
P48735;P48735-2;H0YL11	Isocitrate dehydrogenase [NADP], mitochondrial	IDH2	ENSG00000182054	ENSP00000331897;ENSP00000446147;ENSP00000453016;ENSP00000453254	4.04621156	0.000718065
P48960-2;P48960-3;P48960;K7EPE8;M0QY55;B4DWB8;M0R0K5;Q9UHX3-4;Q9UHX3-6;Q9UHX3-3;Q9UHX3-2;Q9UHX3	CD97 antigen;CD97 antigen subunit alpha;CD97 antigen subunit beta	CD97	ENSG00000123146;ENSG00000127507	ENSP00000242786;ENSP00000349918;ENSP00000351413;ENSP00000465800;ENSP00000467351;ENSP00000467478;ENSP00000319883;ENSP00000376689;ENSP00000376692;ENSP00000469277;ENSP00000469605;ENSP00000470725;ENSP00000471297;ENSP00000472280;ENSP00000472735	4.542357288	0.000279326
P49257	Protein ERGIC-53	LMAN1	ENSG00000074695	ENSP00000251047	3.052785374	0.004391929
P49588;P49588-2;H3BPK7	Alanine--tRNA ligase, cytoplasmic	AARS	ENSG00000090861	ENSP00000261772;ENSP00000455360	1.695734089	0.056104553
P49795	Regulator of G-protein signaling 19	RGS19	ENSG00000171700	ENSP00000333194;ENSP00000378483	0.945985029	0.213034313
P50238;K4DIB9;H3BRQ4	Cysteine-rich protein 1	CRIP1	ENSG00000213145;ENSG00000257341;ENSG00000257341	ENSP00000332449;ENSP00000376315;ENSP00000386340;ENSP00000455329;ENSP00000454458;ENSP00000455328;ENSP00000456068;ENSP00000456357	0.894270791	0.234878283
P50336;H0YFP3;A0A1W2PRF9;A0A1W2PQM0;F5H825;H0YFE1;F5GZT7;A0A1W2PPA5	Protoporphyrinogen oxidase	PPOX	ENSG00000143224	ENSP00000343943;ENSP00000356978;ENSP00000438136;ENSP00000439544;ENSP00000439613;ENSP00000443769;ENSP00000444216	2.783664836	0.007152059
P50454;E9PR70;E9PPV6;E9PKH2;E9PK86;E9PMI5;E9PQ34;E9PNX1;E9PIG2;E9PRS3;E9PJH8;H0YEP8	Serpin H1	SERPINH1	ENSG00000149257	ENSP00000350894;ENSP00000431384;ENSP00000431827;ENSP00000432007;ENSP00000433532;ENSP00000434412;ENSP00000434482;ENSP00000434657;ENSP00000434964;ENSP00000435452;ENSP00000435936;ENSP00000436040;ENSP00000436305;ENSP00000436306;ENSP00000437108	5.190332533	8.41E-05
P50895;A0A087WXM8;K7ENU8	Basal cell adhesion molecule	BCAM	ENSG00000187244	ENSP00000270233;ENSP00000467100;ENSP00000468189;ENSP00000476710;ENSP00000481153	1.454971284	0.086906312
P51148;P51148-2;F8VVZ0;F8VUA5;F8VVK3;K7ERI8;K7ERQ8;F8VWU4;K7ENY4;K7EIP6;F8WCY6;F8WD79;F8VPW9;F8VSF8;F8VWZ7	Ras-related protein Rab-5C	RAB5C	ENSG00000144566;ENSG00000108774;ENSG00000111540;ENSG00000267261	ENSP00000273047;ENSP00000396632;ENSP00000398450;ENSP00000403533;ENSP00000411941;ENSP00000345689;ENSP00000377440;ENSP00000447053;ENSP00000448314;ENSP00000449612;ENSP00000449777;ENSP00000467144;ENSP00000353444;ENSP00000391319;ENSP00000447895;ENSP00000449554;ENSP00000449762;ENSP00000450168;ENSP00000450285;ENSP00000487368;ENSP00000464838;ENSP00000468275;ENSP00000468367	1.356327619	0.102775057
P51159-2;P51159;H3BVH7;H3BN55;H3BUD9;H3BS49;H3BU81	Ras-related protein Rab-27A	RAB27A	ENSG00000069974	ENSP00000337761;ENSP00000379601;ENSP00000454695;ENSP00000455012;ENSP00000456059;ENSP00000456536;ENSP00000457517;ENSP00000457595;ENSP00000458127	5.553238234	4.32E-05
P51665;H3BNT7;H3BTM8	26S proteasome non-ATPase regulatory subunit 7	PSMD7	ENSG00000103035	ENSP00000219313;ENSP00000454999;ENSP00000455953;ENSP00000457244	1.801215867	0.045610488
P51809-3;P51809;P51809-2	Vesicle-associated membrane protein 7	VAMP7	ENSG00000124333	ENSP00000262640;ENSP00000286448;ENSP00000427822;ENSP00000430039	2.409057888	0.01469958
P51811	Membrane transport protein XK	XK	ENSG00000047597	ENSP00000367879	2.114206208	0.025315039
P51884;CON__Q05443	Lumican	LUM	ENSG00000139329	ENSP00000266718	2.120255225	0.025055503
P52209-2;P52209;K7EPF6;K7EM49;K7EMN2;K7ELN9	6-phosphogluconate dehydrogenase, decarboxylating	PGD	ENSG00000142657	ENSP00000270776;ENSP00000465311;ENSP00000466156;ENSP00000466358;ENSP00000466574;ENSP00000467362	3.925096027	0.000890446
P52790	Hexokinase-3	HK3	ENSG00000160883	ENSP00000292432;ENSP00000422169;ENSP00000424632;ENSP00000427000	3.614814761	0.001599012
P53618;E9PP73	Coatomer subunit beta	COPB1	ENSG00000129083	ENSP00000249923;ENSP00000397873;ENSP00000431530;ENSP00000436383;ENSP00000436401	0.823153746	0.26747338
P53621;P53621-2	Coatomer subunit alpha;Xenin;Proxenin	COPA	ENSG00000122218	ENSP00000241704;ENSP00000357048	2.086719499	0.026775356
P53701	Cytochrome c-type heme lyase	HCCS	ENSG00000004961	ENSP00000326579;ENSP00000370139;ENSP00000370140	2.655070973	0.009220565
P53985;Q5T8R5;P53985-2;Q5T8R3	Monocarboxylate transporter 1	SLC16A1	ENSG00000155380;ENSG00000281917;ENSG00000155380	ENSP00000358640;ENSP00000441065;ENSP00000485688;ENSP00000486000;ENSP00000397106;ENSP00000399104;ENSP00000416167	3.892747337	0.000936188
P54886-2;P54886	Delta-1-pyrroline-5-carboxylate synthase;Glutamate 5-kinase;Gamma-glutamyl phosphate reductase	ALDH18A1	ENSG00000059573	ENSP00000360265;ENSP00000360268	3.371377409	0.002473935
P55056	Apolipoprotein C-IV	APOC4	ENSG00000267467	ENSP00000466444;ENSP00000468236	5.870489002	2.55E-05
P55060-4;P55060-3;P55060	Exportin-2	CSE1L	ENSG00000124207	ENSP00000262982;ENSP00000379495	6.855977706	4.45E-06
P55084-2;P55084;B5MD38;F5GZQ3;C9K0M0;C9JEY0;C9JE81	Trifunctional enzyme subunit beta, mitochondrial;3-ketoacyl-CoA thiolase	HADHB	ENSG00000138029	ENSP00000325136;ENSP00000385411;ENSP00000404633;ENSP00000413103;ENSP00000415300;ENSP00000442665;ENSP00000444295	5.175433778	8.62E-05
P55160;P55160-2;F8W050	Nck-associated protein 1-like	NCKAP1L	ENSG00000123338	ENSP00000293373;ENSP00000445596;ENSP00000447246	2.207941617	0.021529654
P55268	Laminin subunit beta-2	LAMB2	ENSG00000172037	ENSP00000307156;ENSP00000388325;ENSP00000444751	6.479926493	8.62E-06
P55884;P55884-2;C9JZG1;C9JQN7	Eukaryotic translation initiation factor 3 subunit B	EIF3B	ENSG00000106263	ENSP00000354125;ENSP00000380206;ENSP00000407785;ENSP00000408062	1.493391371	0.081318561
P60903	Protein S100-A10	S100A10	ENSG00000197747	ENSP00000357799;ENSP00000357801	8.111279025	5.38E-07
P61163;R4GMT0;A0A1B0GVS3	Alpha-centractin	ACTR1A	ENSG00000138107	ENSP00000358921;ENSP00000473334	4.046349868	0.000718065
P61604;B8ZZL8;S4R3N1;B8ZZ54	10 kDa heat shock protein, mitochondrial	HSPE1	ENSG00000115541;ENSG00000270757	ENSP00000233893;ENSP00000386447;ENSP00000387101;ENSP00000474534	3.2176998	0.003285236
P61626;F8VV32;A0A0B4J259	Lysozyme C;Lysozyme	LYZ	ENSG00000090382	ENSP00000261267;ENSP00000449898;ENSP00000449969	5.142479031	8.92E-05
P61758	Prefoldin subunit 3	VBP1	ENSG00000155959	ENSP00000286428;ENSP00000438694;ENSP00000486053	6.984275035	3.56E-06
P61769;F5H6I0;H0YLF3	Beta-2-microglobulin;Beta-2-microglobulin form pI 5.3	B2M	ENSG00000166710;ENSG00000273686;ENSG00000166710	ENSP00000452780;ENSP00000453191;ENSP00000453350;ENSP00000481426;ENSP00000340858;ENSP00000437604;ENSP00000452861;ENSP00000453023;ENSP00000453186	1.101341841	0.161118374
P62191-2;P62191	26S protease regulatory subunit 4	PSMC1	ENSG00000100764	ENSP00000261303;ENSP00000445147;ENSP00000452049	2.056669806	0.028430379
P62263;H0YB22;E5RH77	40S ribosomal protein S14	RPS14	ENSG00000164587	ENSP00000311028;ENSP00000385425;ENSP00000385958;ENSP00000428509;ENSP00000428536;ENSP00000429856	6.808899228	4.74E-06
P62269;J3JS69;A0A0G2JQH2;Q5GGW2	40S ribosomal protein S18	RPS18	ENSG00000096150;ENSG00000223367;ENSG00000226225;ENSG00000231500;ENSG00000235650;ENSG00000231500	ENSP00000211372;ENSP00000393241;ENSP00000403175;ENSP00000412583;ENSP00000416110;ENSP00000434837	2.06411809	0.028054584
P62424;Q5T8U3;Q5T8U2	60S ribosomal protein L7a	RPL7A	ENSG00000148303;ENSG00000280858;ENSG00000148303	ENSP00000361076;ENSP00000487443;ENSP00000361071;ENSP00000416638	1.471713174	0.084423896
P62834;A0A075B6Q0	Ras-related protein Rap-1A	RAP1A	ENSG00000116473	ENSP00000348786;ENSP00000358723;ENSP00000396741	1.132604806	0.153530162
P62851	40S ribosomal protein S25	RPS25	ENSG00000118181;ENSG00000280831	ENSP00000435096;ENSP00000486392	1.769514211	0.048602242
P63010;P63010-2;A0A087X253;P63010-3;A0A087WU93;A0A087WZQ6;A0A087WYD1;K7EN71;K7ERB2;K7EJX1;K7EJ01	AP-2 complex subunit beta	AP2B1	ENSG00000006125	ENSP00000464966;ENSP00000465357;ENSP00000465848;ENSP00000466580;ENSP00000466812;ENSP00000467382;ENSP00000468183;ENSP00000468813;ENSP00000478115;ENSP00000478471;ENSP00000479691;ENSP00000481246;ENSP00000481704;ENSP00000482315;ENSP00000482825;ENSP00000482835;ENSP00000483185;ENSP00000484708;ENSP00000487324	5.988058828	2.08E-05
P63151;P63151-2;A0A1W2PQI2;E5RIY1;Q00005-6;Q00005;Q00005-2;Q00005-3;Q66LE6;Q00005-4;Q00005-5;Q00005-7;H0YB06;E5RFR9	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform;Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B beta isoform;Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform	PPP2R2A	ENSG00000156475;ENSG00000175470;ENSG00000221914	ENSP00000336591;ENSP00000377931;ENSP00000377933;ENSP00000377935;ENSP00000377936;ENSP00000398779;ENSP00000421224;ENSP00000421396;ENSP00000421577;ENSP00000424409;ENSP00000425413;ENSP00000425828;ENSP00000426599;ENSP00000431320;ENSP00000433890;ENSP00000434497;ENSP00000399970;ENSP00000428418;ENSP00000481133;ENSP00000485636;ENSP00000325074;ENSP00000370113;ENSP00000428164;ENSP00000428165;ENSP00000428542;ENSP00000429279;ENSP00000430320;ENSP00000486025	0.582944381	0.398365771
P63218	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5	GNG5	ENSG00000174021	ENSP00000359675;ENSP00000359679	0.008119056	0.992160798
